Func Alg Verts Edges Searched_Paths Expanded_Verts
matching EK 146 288 62 5939
matching EK 546 1360 251 96467
matching EK 2114 6336 1033 1606393
matching FF 14 24 5 30
matching FF 42 80 17 128
matching FF 146 288 62 833
matching FF 546 1360 251 8301
matching FF 2114 6336 1033 61697
matching EK 14 24 5 69
matching EK 42 80 17 475
matching EK 146 288 63 6004
matching EK 546 1360 262 98666
matching EK 2114 6336 1034 1613000
matching FF 14 24 5 36
matching FF 42 80 17 109
matching FF 146 288 63 929
matching FF 546 1360 262 8990
matching FF 2114 6336 1034 65860
matching EK 14 24 6 73
matching EK 42 80 14 435
matching EK 146 288 65 6014
matching EK 546 1360 251 94525
matching EK 2114 6336 1041 1602934
matching FF 14 24 6 49
matching FF 42 80 14 135
matching FF 146 288 65 634
matching FF 546 1360 251 7342
matching FF 2114 6336 1041 57507
matching EK 14 24 5 65
matching EK 42 80 18 537
matching EK 146 288 61 5747
matching EK 546 1360 254 97431
matching EK 2114 6336 1039 1600796
matching FF 14 24 5 37
matching FF 42 80 18 159
matching FF 146 288 61 1080
matching FF 546 1360 254 7552
matching FF 2114 6336 1039 64631
matching EK 14 24 6 68
matching EK 42 80 17 508
matching EK 146 288 65 6338
matching EK 546 1360 255 95790
matching EK 2114 6336 1039 1609022
matching FF 14 24 6 41
matching FF 42 80 17 219
matching FF 146 288 65 763
matching FF 546 1360 255 8599
matching FF 2114 6336 1039 60098
matching EK 14 24 6 68
matching EK 42 80 19 499
matching EK 146 288 60 5784
matching EK 546 1360 256 99640
matching EK 2114 6336 1038 1602286
matching FF 14 24 6 39
matching FF 42 80 19 184
matching FF 146 288 60 1006
matching FF 546 1360 256 9122
matching FF 2114 6336 1038 61819
matching EK 14 24 6 67
matching EK 42 80 17 554
matching EK 146 288 62 5766
matching EK 546 1360 259 99221
matching EK 2114 6336 1036 1607954
matching FF 14 24 6 35
matching FF 42 80 17 171
matching FF 146 288 62 1045
matching FF 546 1360 259 9211
matching FF 2114 6336 1036 57851
matching EK 14 24 6 66
matching EK 42 80 17 500
matching EK 146 288 57 5862
matching EK 546 1360 258 100224
matching EK 2114 6336 1032 1605617
matching FF 14 24 6 43
matching FF 42 80 17 118
matching FF 146 288 57 1314
matching FF 546 1360 258 6114
matching FF 2114 6336 1032 67348
matching EK 14 24 5 65
matching EK 42 80 16 495
matching EK 146 288 57 5630
matching EK 546 1360 257 99823
matching EK 2114 6336 1034 1595965
matching FF 14 24 5 39
matching FF 42 80 16 115
matching FF 146 288 57 887
matching FF 546 1360 257 8717
matching FF 2114 6336 1034 64762
matching EK 14 24 5 56
matching EK 42 80 18 501
matching EK 146 288 64 5929
matching EK 546 1360 252 98421
matching EK 2114 6336 1032 1595011
matching FF 14 24 5 30
matching FF 42 80 18 166
matching FF 146 288 64 1238
matching FF 546 1360 252 8268
matching FF 2114 6336 1032 61567
mesh EK 8 15 9 72
mesh EK 22 55 29 587
mesh EK 74 207 149 10803
mesh EK 274 799 602 161881
mesh EK 1058 3135 2386 2499445
mesh FF 8 15 9 49
mesh FF 22 55 25 225
mesh FF 74 207 107 2323
mesh FF 274 799 443 32770
mesh FF 1058 3135 1690 450617
mesh EK 8 15 9 73
mesh EK 22 55 37 764
mesh EK 74 207 146 10237
mesh EK 274 799 608 162604
mesh EK 1058 3135 2420 2529065
mesh FF 8 15 9 49
mesh FF 22 55 31 269
mesh FF 74 207 114 2633
mesh FF 274 799 435 34919
mesh FF 1058 3135 1854 538896
mesh EK 8 15 9 71
mesh EK 22 55 41 821
mesh EK 74 207 115 8246
mesh EK 274 799 571 153915
mesh EK 1058 3135 2297 2401691
mesh FF 8 15 9 49
mesh FF 22 55 27 266
mesh FF 74 207 92 2168
mesh FF 274 799 393 37225
mesh FF 1058 3135 1816 598187
mesh EK 8 15 9 71
mesh EK 22 55 41 862
mesh EK 74 207 159 11176
mesh EK 274 799 587 158883
mesh EK 1058 3135 2568 2672143
mesh FF 8 15 9 49
mesh FF 22 55 31 276
mesh FF 74 207 113 3337
mesh FF 274 799 407 23521
mesh FF 1058 3135 1791 580293
mesh EK 8 15 9 73
mesh EK 22 55 44 889
mesh EK 74 207 165 11836
mesh EK 274 799 633 170591
mesh EK 1058 3135 2600 2723214
mesh FF 8 15 9 49
mesh FF 22 55 30 284
mesh FF 74 207 117 2854
mesh FF 274 799 449 33200
mesh FF 1058 3135 1825 570212
mesh EK 8 15 9 68
mesh EK 22 55 35 708
mesh EK 74 207 136 9832
mesh EK 274 799 636 171173
mesh EK 1058 3135 2377 2479424
mesh FF 8 15 9 49
mesh FF 22 55 31 326
mesh FF 74 207 102 1763
mesh FF 274 799 484 37377
mesh FF 1058 3135 1751 418785
mesh EK 8 15 9 73
mesh EK 22 55 41 834
mesh EK 74 207 152 11026
mesh EK 274 799 647 174569
mesh EK 1058 3135 2366 2476273
mesh FF 8 15 9 49
mesh FF 22 55 34 354
mesh FF 74 207 107 2870
mesh FF 274 799 435 36885
mesh FF 1058 3135 1759 536188
mesh EK 8 15 9 71
mesh EK 22 55 39 808
mesh EK 74 207 144 10415
mesh EK 274 799 573 154885
mesh EK 1058 3135 2455 2557093
mesh FF 8 15 9 49
mesh FF 22 55 30 292
mesh FF 74 207 110 2503
mesh FF 274 799 403 24634
mesh FF 1058 3135 1698 451507
mesh EK 8 15 9 71
mesh EK 22 55 40 837
mesh EK 74 207 147 10527
mesh EK 274 799 600 162121
mesh EK 1058 3135 2291 2400338
mesh FF 8 15 9 49
mesh FF 22 55 27 278
mesh FF 74 207 111 2954
mesh FF 274 799 421 25636
mesh FF 1058 3135 1671 406997
mesh EK 8 15 9 69
mesh EK 22 55 35 732
mesh EK 74 207 153 10685
mesh EK 274 799 610 164472
mesh EK 1058 3135 2428 2540498
mesh FF 8 15 9 49
mesh FF 22 55 34 328
mesh FF 74 207 104 2399
mesh FF 274 799 501 37459
mesh FF 1058 3135 1755 475218
mesh EK 8 15 9 69
mesh EK 22 55 33 665
mesh EK 74 207 137 9998
mesh EK 274 799 505 136672
mesh EK 1058 3135 2486 2595607
mesh FF 8 15 9 49
mesh FF 22 55 31 268
mesh FF 74 207 108 2449
mesh FF 274 799 384 27586
mesh FF 1058 3135 1781 500187
mesh EK 8 15 9 69
mesh EK 22 55 29 615
mesh EK 74 207 144 10379
mesh EK 274 799 550 148533
mesh EK 1058 3135 2391 2499182
mesh FF 8 15 9 49
mesh FF 22 55 29 296
mesh FF 74 207 117 2600
mesh FF 274 799 360 25171
mesh FF 1058 3135 1834 600089
mesh EK 8 15 9 72
mesh EK 22 55 37 785
mesh EK 74 207 175 12596
mesh EK 274 799 550 148822
mesh EK 1058 3135 2525 2638624
mesh FF 8 15 9 49
mesh FF 22 55 32 306
mesh FF 74 207 130 2701
mesh FF 274 799 385 25820
mesh FF 1058 3135 1937 568805
mesh EK 8 15 9 71
mesh EK 22 55 34 730
mesh EK 74 207 140 9952
mesh EK 274 799 589 159176
mesh EK 1058 3135 2483 2597339
mesh FF 8 15 9 49
mesh FF 22 55 30 282
mesh FF 74 207 115 2310
mesh FF 274 799 399 30520
mesh FF 1058 3135 1761 411619
mesh EK 8 15 9 71
mesh EK 22 55 38 813
mesh EK 74 207 146 10550
mesh EK 274 799 584 156546
mesh EK 1058 3135 2474 2583771
mesh FF 8 15 9 49
mesh FF 22 55 26 258
mesh FF 74 207 107 2707
mesh FF 274 799 435 40662
mesh FF 1058 3135 1912 532837
mesh EK 8 15 9 71
mesh EK 22 55 32 654
mesh EK 74 207 144 10316
mesh EK 274 799 563 151545
mesh EK 1058 3135 2612 2714694
mesh FF 8 15 9 49
mesh FF 22 55 28 256
mesh FF 74 207 108 2148
mesh FF 274 799 426 30047
mesh FF 1058 3135 2147 692103
mesh EK 8 15 9 69
mesh EK 22 55 32 687
mesh EK 74 207 143 10251
mesh EK 274 799 596 160820
mesh EK 1058 3135 2622 2736923
mesh FF 8 15 9 49
mesh FF 22 55 26 223
mesh FF 74 207 112 2529
mesh FF 274 799 441 35827
mesh FF 1058 3135 2008 618978
mesh EK 8 15 9 70
mesh EK 22 55 28 612
mesh EK 74 207 164 11676
mesh EK 274 799 622 166324
mesh EK 1058 3135 2481 2588787
mesh FF 8 15 9 49
mesh FF 22 55 32 313
mesh FF 74 207 96 2187
mesh FF 274 799 467 32127
mesh FF 1058 3135 1833 540055
mesh EK 8 15 9 69
mesh EK 22 55 37 783
mesh EK 74 207 153 10913
mesh EK 274 799 614 165133
mesh EK 1058 3135 2430 2541164
mesh FF 8 15 9 49
mesh FF 22 55 24 254
mesh FF 74 207 104 2083
mesh FF 274 799 455 33807
mesh FF 1058 3135 1755 465714
mesh EK 8 15 9 69
mesh EK 22 55 33 680
mesh EK 74 207 155 11055
mesh EK 274 799 606 162116
mesh EK 1058 3135 2492 2599999
mesh FF 8 15 9 49
mesh FF 22 55 30 285
mesh FF 74 207 118 2215
mesh FF 274 799 404 29373
mesh FF 1058 3135 2020 599227
mesh EK 8 15 9 71
mesh EK 22 55 35 737
mesh EK 74 207 128 9256
mesh EK 274 799 627 168595
mesh EK 1058 3135 2463 2572858
mesh FF 8 15 9 49
mesh FF 22 55 32 286
mesh FF 74 207 97 1862
mesh FF 274 799 473 31896
mesh FF 1058 3135 1702 543121
mesh EK 8 15 9 71
mesh EK 22 55 32 687
mesh EK 74 207 134 9722
mesh EK 274 799 643 170505
mesh EK 1058 3135 2495 2614470
mesh FF 8 15 9 49
mesh FF 22 55 35 338
mesh FF 74 207 111 2334
mesh FF 274 799 520 50237
mesh FF 1058 3135 1817 574590
mesh EK 8 15 9 70
mesh EK 22 55 32 685
mesh EK 74 207 147 10538
mesh EK 274 799 544 146523
mesh EK 1058 3135 2528 2636287
mesh FF 8 15 9 49
mesh FF 22 55 29 268
mesh FF 74 207 118 3224
mesh FF 274 799 388 31100
mesh FF 1058 3135 1911 611485
mesh EK 8 15 9 71
mesh EK 22 55 39 820
mesh EK 74 207 145 10500
mesh EK 274 799 581 156025
mesh EK 1058 3135 2437 2543082
mesh FF 8 15 9 49
mesh FF 22 55 29 291
mesh FF 74 207 95 1947
mesh FF 274 799 418 30855
mesh FF 1058 3135 1794 511597
mesh EK 8 15 9 73
mesh EK 22 55 36 768
mesh EK 74 207 158 11177
mesh EK 274 799 638 171589
mesh EK 1058 3135 2359 2467124
mesh FF 8 15 9 49
mesh FF 22 55 32 286
mesh FF 74 207 124 2601
mesh FF 274 799 431 37873
mesh FF 1058 3135 1655 372882
mesh EK 8 15 9 72
mesh EK 22 55 33 694
mesh EK 74 207 132 9628
mesh EK 274 799 601 162011
mesh EK 1058 3135 2442 2557969
mesh FF 8 15 9 49
mesh FF 22 55 27 224
mesh FF 74 207 111 2193
mesh FF 274 799 456 36996
mesh FF 1058 3135 1729 508013
mesh EK 8 15 9 73
mesh EK 22 55 41 865
mesh EK 74 207 134 9502
mesh EK 274 799 590 159074
mesh EK 1058 3135 2571 2690811
mesh FF 8 15 9 49
mesh FF 22 55 26 255
mesh FF 74 207 95 2223
mesh FF 274 799 423 34987
mesh FF 1058 3135 1852 530983
mesh EK 8 15 9 72
mesh EK 22 55 32 680
mesh EK 74 207 154 10929
mesh EK 274 799 601 162016
mesh EK 1058 3135 2265 2373555
mesh FF 8 15 9 49
mesh FF 22 55 28 322
mesh FF 74 207 108 2870
mesh FF 274 799 438 33625
mesh FF 1058 3135 1678 348765
mesh EK 8 15 9 71
mesh EK 22 55 35 743
mesh EK 74 207 157 11402
mesh EK 274 799 594 160637
mesh EK 1058 3135 2447 2553333
mesh FF 8 15 9 49
mesh FF 22 55 30 278
mesh FF 74 207 111 2798
mesh FF 274 799 438 28534
mesh FF 1058 3135 1772 521843
mesh EK 8 15 9 69
mesh EK 22 55 36 758
mesh EK 74 207 156 11288
mesh EK 274 799 598 160974
mesh EK 1058 3135 2491 2607019
mesh FF 8 15 9 49
mesh FF 22 55 30 314
mesh FF 74 207 104 2073
mesh FF 274 799 431 30351
mesh FF 1058 3135 1841 552726
randomlvl EK 8 15 9 73
randomlvl EK 22 55 34 716
randomlvl EK 74 207 148 10319
randomlvl EK 274 799 595 151699
randomlvl EK 1058 3135 2356 2337936
randomlvl FF 8 15 9 49
randomlvl FF 22 55 30 291
randomlvl FF 74 207 128 2722
randomlvl FF 274 799 794 50724
randomlvl FF 1058 3135 11258 3328948
randomlvl EK 8 15 9 73
randomlvl EK 22 55 29 618
randomlvl EK 74 207 146 10274
randomlvl EK 274 799 516 135872
randomlvl EK 1058 3135 2290 2297265
randomlvl FF 8 15 9 49
randomlvl FF 22 55 27 232
randomlvl FF 74 207 99 1657
randomlvl FF 274 799 589 31814
randomlvl FF 1058 3135 8870 2030076
randomlvl EK 8 15 9 72
randomlvl EK 22 55 27 573
randomlvl EK 74 207 139 9483
randomlvl EK 274 799 598 155211
randomlvl EK 1058 3135 2588 2598900
randomlvl FF 8 15 9 49
randomlvl FF 22 55 22 192
randomlvl FF 74 207 108 2191
randomlvl FF 274 799 720 45717
randomlvl FF 1058 3135 10681 2930647
randomlvl EK 8 15 9 68
randomlvl EK 22 55 45 927
randomlvl EK 74 207 137 9536
randomlvl EK 274 799 533 139608
randomlvl EK 1058 3135 2417 2383825
randomlvl FF 8 15 9 49
randomlvl FF 22 55 30 290
randomlvl FF 74 207 111 2476
randomlvl FF 274 799 533 25241
randomlvl FF 1058 3135 9265 2422832
randomlvl EK 8 15 9 69
randomlvl EK 22 55 32 655
randomlvl EK 74 207 128 8897
randomlvl EK 274 799 570 142031
randomlvl EK 1058 3135 2321 2332004
randomlvl FF 8 15 9 49
randomlvl FF 22 55 25 203
randomlvl FF 74 207 107 2212
randomlvl FF 274 799 671 44921
randomlvl FF 1058 3135 9830 2511053
randomlvl EK 8 15 9 69
randomlvl EK 22 55 36 700
randomlvl EK 74 207 124 8469
randomlvl EK 274 799 563 144492
randomlvl EK 1058 3135 2441 2413785
randomlvl FF 8 15 9 49
randomlvl FF 22 55 27 253
randomlvl FF 74 207 112 2339
randomlvl FF 274 799 804 61225
randomlvl FF 1058 3135 8163 2379205
randomlvl EK 8 15 9 70
randomlvl EK 22 55 34 718
randomlvl EK 74 207 118 8350
randomlvl EK 274 799 540 140776
randomlvl EK 1058 3135 2329 2292397
randomlvl FF 8 15 9 49
randomlvl FF 22 55 29 299
randomlvl FF 74 207 82 1651
randomlvl FF 274 799 645 39561
randomlvl FF 1058 3135 7933 2316506
randomlvl EK 8 15 9 72
randomlvl EK 22 55 33 684
randomlvl EK 74 207 128 8994
randomlvl EK 274 799 515 131885
randomlvl EK 1058 3135 2351 2344613
randomlvl FF 8 15 9 49
randomlvl FF 22 55 25 240
randomlvl FF 74 207 105 2231
randomlvl FF 274 799 508 26907
randomlvl FF 1058 3135 8633 2256925
randomlvl EK 8 15 9 69
randomlvl EK 22 55 37 770
randomlvl EK 74 207 137 9477
randomlvl EK 274 799 489 124749
randomlvl EK 1058 3135 2563 2558550
randomlvl FF 8 15 9 49
randomlvl FF 22 55 29 278
randomlvl FF 74 207 106 2288
randomlvl FF 274 799 732 49800
randomlvl FF 1058 3135 11883 3712404
randomlvl EK 8 15 9 69
randomlvl EK 22 55 36 759
randomlvl EK 74 207 129 9207
randomlvl EK 274 799 571 144391
randomlvl EK 1058 3135 2385 2402862
randomlvl FF 8 15 9 49
randomlvl FF 22 55 28 271
randomlvl FF 74 207 102 2158
randomlvl FF 274 799 644 44140
randomlvl FF 1058 3135 7505 1905715
randomlvl EK 8 15 9 70
randomlvl EK 22 55 30 612
randomlvl EK 74 207 129 9249
randomlvl EK 274 799 510 134918
randomlvl EK 1058 3135 2250 2229750
randomlvl FF 8 15 9 49
randomlvl FF 22 55 25 236
randomlvl FF 74 207 110 2279
randomlvl FF 274 799 668 41550
randomlvl FF 1058 3135 8112 2137151
randomlvl EK 8 15 9 69
randomlvl EK 22 55 28 592
randomlvl EK 74 207 112 7956
randomlvl EK 274 799 584 153810
randomlvl EK 1058 3135 2322 2332357
randomlvl FF 8 15 9 49
randomlvl FF 22 55 23 190
randomlvl FF 74 207 87 1869
randomlvl FF 274 799 641 41231
randomlvl FF 1058 3135 8284 1986322
randomlvl EK 8 15 9 69
randomlvl EK 22 55 29 635
randomlvl EK 74 207 132 9072
randomlvl EK 274 799 517 133012
randomlvl EK 1058 3135 2386 2395309
randomlvl FF 8 15 9 49
randomlvl FF 22 55 22 217
randomlvl FF 74 207 107 1813
randomlvl FF 274 799 595 36236
randomlvl FF 1058 3135 9368 2029607
randomlvl EK 8 15 9 71
randomlvl EK 22 55 37 758
randomlvl EK 74 207 103 7216
randomlvl EK 274 799 535 138192
randomlvl EK 1058 3135 2441 2457090
randomlvl FF 8 15 9 49
randomlvl FF 22 55 30 254
randomlvl FF 74 207 84 1546
randomlvl FF 274 799 569 31001
randomlvl FF 1058 3135 9394 2412589
randomlvl EK 8 15 9 68
randomlvl EK 22 55 39 760
randomlvl EK 74 207 126 9030
randomlvl EK 274 799 592 149659
randomlvl EK 1058 3135 2528 2563491
randomlvl FF 8 15 9 49
randomlvl FF 22 55 32 315
randomlvl FF 74 207 99 1752
randomlvl FF 274 799 741 56090
randomlvl FF 1058 3135 11352 3266967
randomlvl EK 8 15 9 73
randomlvl EK 22 55 33 698
randomlvl EK 74 207 135 9639
randomlvl EK 274 799 614 159166
randomlvl EK 1058 3135 2320 2255486
randomlvl FF 8 15 9 49
randomlvl FF 22 55 26 245
randomlvl FF 74 207 116 2413
randomlvl FF 274 799 841 52499
randomlvl FF 1058 3135 7665 2199890
randomlvl EK 8 15 9 73
randomlvl EK 22 55 39 783
randomlvl EK 74 207 129 8797
randomlvl EK 274 799 506 130488
randomlvl EK 1058 3135 2360 2334871
randomlvl FF 8 15 9 49
randomlvl FF 22 55 29 276
randomlvl FF 74 207 119 2369
randomlvl FF 274 799 472 23824
randomlvl FF 1058 3135 7985 2117564
randomlvl EK 8 15 9 71
randomlvl EK 22 55 33 682
randomlvl EK 74 207 92 6621
randomlvl EK 274 799 518 136441
randomlvl EK 1058 3135 2376 2340372
randomlvl FF 8 15 9 49
randomlvl FF 22 55 31 300
randomlvl FF 74 207 69 1445
randomlvl FF 274 799 597 29414
randomlvl FF 1058 3135 11420 3414238
randomlvl EK 8 15 9 71
randomlvl EK 22 55 30 643
randomlvl EK 74 207 139 10016
randomlvl EK 274 799 633 159944
randomlvl EK 1058 3135 2396 2377931
randomlvl FF 8 15 9 49
randomlvl FF 22 55 28 302
randomlvl FF 74 207 103 2218
randomlvl FF 274 799 848 65507
randomlvl FF 1058 3135 9164 2829390
randomlvl EK 8 15 9 69
randomlvl EK 22 55 39 808
randomlvl EK 74 207 137 9881
randomlvl EK 274 799 541 138141
randomlvl EK 1058 3135 2361 2348028
randomlvl FF 8 15 9 49
randomlvl FF 22 55 30 252
randomlvl FF 74 207 135 3275
randomlvl FF 274 799 704 44847
randomlvl FF 1058 3135 9092 2384532
randomlvl EK 8 15 9 69
randomlvl EK 22 55 30 654
randomlvl EK 74 207 137 9937
randomlvl EK 274 799 560 141998
randomlvl EK 1058 3135 2326 2315046
randomlvl FF 8 15 9 49
randomlvl FF 22 55 24 242
randomlvl FF 74 207 117 2508
randomlvl FF 274 799 888 70212
randomlvl FF 1058 3135 7455 1997525
randomlvl EK 8 15 9 69
randomlvl EK 22 55 36 744
randomlvl EK 74 207 155 11009
randomlvl EK 274 799 577 151075
randomlvl EK 1058 3135 2381 2339821
randomlvl FF 8 15 9 49
randomlvl FF 22 55 31 304
randomlvl FF 74 207 145 3041
randomlvl FF 274 799 831 53869
randomlvl FF 1058 3135 10576 3021572
randomlvl EK 8 15 9 73
randomlvl EK 22 55 32 671
randomlvl EK 74 207 127 8683
randomlvl EK 274 799 564 148663
randomlvl EK 1058 3135 2431 2423277
randomlvl FF 8 15 9 49
randomlvl FF 22 55 27 276
randomlvl FF 74 207 98 2146
randomlvl FF 274 799 602 35731
randomlvl FF 1058 3135 10673 3588056
randomlvl EK 8 15 9 70
randomlvl EK 22 55 34 734
randomlvl EK 74 207 164 11587
randomlvl EK 274 799 556 143907
randomlvl EK 1058 3135 2227 2222114
randomlvl FF 8 15 9 49
randomlvl FF 22 55 29 246
randomlvl FF 74 207 117 2911
randomlvl FF 274 799 940 67951
randomlvl FF 1058 3135 8415 1841591
randomlvl EK 8 15 9 72
randomlvl EK 22 55 33 684
randomlvl EK 74 207 113 7673
randomlvl EK 274 799 601 158291
randomlvl EK 1058 3135 2531 2471051
randomlvl FF 8 15 9 49
randomlvl FF 22 55 30 303
randomlvl FF 74 207 81 1391
randomlvl FF 274 799 705 48237
randomlvl FF 1058 3135 10177 2896815
randomlvl EK 8 15 9 71
randomlvl EK 22 55 34 714
randomlvl EK 74 207 131 9538
randomlvl EK 274 799 603 162058
randomlvl EK 1058 3135 2321 2318664
randomlvl FF 8 15 9 49
randomlvl FF 22 55 26 225
randomlvl FF 74 207 111 2074
randomlvl FF 274 799 788 47917
randomlvl FF 1058 3135 6781 1353956
randomlvl EK 8 15 9 73
randomlvl EK 22 55 32 666
randomlvl EK 74 207 141 9888
randomlvl EK 274 799 568 145971
randomlvl EK 1058 3135 2322 2287790
randomlvl FF 8 15 9 49
randomlvl FF 22 55 29 244
randomlvl FF 74 207 126 2826
randomlvl FF 274 799 593 32127
randomlvl FF 1058 3135 10138 2447605
randomlvl EK 8 15 9 71
randomlvl EK 22 55 30 612
randomlvl EK 74 207 133 9165
randomlvl EK 274 799 619 156384
randomlvl EK 1058 3135 2202 2200597
randomlvl FF 8 15 9 49
randomlvl FF 22 55 25 200
randomlvl FF 74 207 110 2408
randomlvl FF 274 799 778 50104
randomlvl FF 1058 3135 4828 886104
randomlvl EK 8 15 9 73
randomlvl EK 22 55 33 697
randomlvl EK 74 207 116 8076
randomlvl EK 274 799 561 144752
randomlvl EK 1058 3135 2463 2502220
randomlvl FF 8 15 9 49
randomlvl FF 22 55 23 228
randomlvl FF 74 207 113 1950
randomlvl FF 274 799 654 40211
randomlvl FF 1058 3135 8627 2701993
randomlvl EK 8 15 9 71
randomlvl EK 22 55 34 692
randomlvl EK 74 207 151 10454
randomlvl EK 274 799 545 140075
randomlvl EK 1058 3135 2451 2440272
randomlvl FF 8 15 9 49
randomlvl FF 22 55 27 259
randomlvl FF 74 207 125 2572
randomlvl FF 274 799 476 23242
randomlvl FF 1058 3135 10645 2877246
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 37 766
randomlvl2 EK 74 207 135 9238
randomlvl2 EK 274 799 515 133828
randomlvl2 EK 1058 3135 2329 2348605
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 34 353
randomlvl2 FF 74 207 108 1992
randomlvl2 FF 274 799 662 35663
randomlvl2 FF 1058 3135 7741 1935494
randomlvl2 EK 8 15 9 70
randomlvl2 EK 22 55 41 817
randomlvl2 EK 74 207 106 7648
randomlvl2 EK 274 799 631 167413
randomlvl2 EK 1058 3135 2328 2286559
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 28 259
randomlvl2 FF 74 207 83 1479
randomlvl2 FF 274 799 858 54943
randomlvl2 FF 1058 3135 9114 2447300
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 33 686
randomlvl2 EK 74 207 146 10127
randomlvl2 EK 274 799 535 140887
randomlvl2 EK 1058 3135 2571 2599257
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 31 299
randomlvl2 FF 74 207 125 2740
randomlvl2 FF 274 799 633 36069
randomlvl2 FF 1058 3135 11547 3637286
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 44 921
randomlvl2 EK 74 207 131 9268
randomlvl2 EK 274 799 549 142261
randomlvl2 EK 1058 3135 2504 2492332
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 33 314
randomlvl2 FF 74 207 110 2045
randomlvl2 FF 274 799 678 44468
randomlvl2 FF 1058 3135 9815 2834303
randomlvl2 EK 8 15 9 69
randomlvl2 EK 22 55 39 800
randomlvl2 EK 74 207 130 9242
randomlvl2 EK 274 799 600 158132
randomlvl2 EK 1058 3135 2510 2513046
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 32 294
randomlvl2 FF 74 207 102 1876
randomlvl2 FF 274 799 703 41329
randomlvl2 FF 1058 3135 12299 3845642
randomlvl2 EK 8 15 9 71
randomlvl2 EK 22 55 36 739
randomlvl2 EK 74 207 137 9476
randomlvl2 EK 274 799 606 159327
randomlvl2 EK 1058 3135 2318 2278656
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 32 279
randomlvl2 FF 74 207 111 2487
randomlvl2 FF 274 799 760 57820
randomlvl2 FF 1058 3135 8722 2028806
randomlvl2 EK 8 15 9 72
randomlvl2 EK 22 55 26 538
randomlvl2 EK 74 207 131 9137
randomlvl2 EK 274 799 525 134166
randomlvl2 EK 1058 3135 2515 2509026
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 22 204
randomlvl2 FF 74 207 94 1560
randomlvl2 FF 274 799 798 56998
randomlvl2 FF 1058 3135 7732 2197727
randomlvl2 EK 8 15 9 69
randomlvl2 EK 22 55 35 747
randomlvl2 EK 74 207 116 7852
randomlvl2 EK 274 799 647 169150
randomlvl2 EK 1058 3135 2582 2538325
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 28 244
randomlvl2 FF 74 207 110 2385
randomlvl2 FF 274 799 836 62701
randomlvl2 FF 1058 3135 11833 4037585
randomlvl2 EK 8 15 9 70
randomlvl2 EK 22 55 40 862
randomlvl2 EK 74 207 131 9105
randomlvl2 EK 274 799 427 108819
randomlvl2 EK 1058 3135 2412 2398402
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 27 230
randomlvl2 FF 74 207 118 2625
randomlvl2 FF 274 799 379 18157
randomlvl2 FF 1058 3135 11052 3306339
randomlvl2 EK 8 15 9 68
randomlvl2 EK 22 55 35 728
randomlvl2 EK 74 207 119 8409
randomlvl2 EK 274 799 469 118615
randomlvl2 EK 1058 3135 2493 2495225
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 32 306
randomlvl2 FF 74 207 108 2442
randomlvl2 FF 274 799 607 32788
randomlvl2 FF 1058 3135 11739 3344688
randomlvl2 EK 8 15 9 72
randomlvl2 EK 22 55 34 700
randomlvl2 EK 74 207 125 8571
randomlvl2 EK 274 799 528 137101
randomlvl2 EK 1058 3135 2346 2346261
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 31 284
randomlvl2 FF 74 207 110 2286
randomlvl2 FF 274 799 613 34803
randomlvl2 FF 1058 3135 9110 2778441
randomlvl2 EK 8 15 9 68
randomlvl2 EK 22 55 38 764
randomlvl2 EK 74 207 139 9990
randomlvl2 EK 274 799 602 157900
randomlvl2 EK 1058 3135 2252 2238451
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 29 245
randomlvl2 FF 74 207 105 1896
randomlvl2 FF 274 799 790 52897
randomlvl2 FF 1058 3135 6700 1847438
randomlvl2 EK 8 15 9 73
randomlvl2 EK 22 55 33 679
randomlvl2 EK 74 207 115 7995
randomlvl2 EK 274 799 456 116712
randomlvl2 EK 1058 3135 2563 2559623
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 28 290
randomlvl2 FF 74 207 66 1074
randomlvl2 FF 274 799 389 15191
randomlvl2 FF 1058 3135 11375 3739129
randomlvl2 EK 8 15 9 69
randomlvl2 EK 22 55 30 626
randomlvl2 EK 74 207 108 7559
randomlvl2 EK 274 799 648 165524
randomlvl2 EK 1058 3135 2529 2517353
randomlvl2 FF 8 15 9 49
randomlvl2 FF 22 55 26 239
randomlvl2 FF 74 207 68 1227
randomlvl2 FF 274 799 874 68466
randomlvl2 FF 1058 3135 11444 3538579
randomlvl2 EK 8 15 9 69
